mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
547,5,1,17408,-149.5779587,-17.7342531,-1.0,500.0,2
547,15,12,11,-149.4886068,-17.5072193,-1.0,500.0,53
547,15,12,12,-149.4658651,-17.5026909,-1.0,3217.0,6
547,15,12,13,-149.4886017,-17.5072182,-1.0,500.0,53
547,15,12,22,-149.4886031,-17.5072167,-1.0,500.0,24
547,15,12,23,-149.4886032,-17.5072188,-1.0,500.0,54
547,15,12,31,-149.4940311,-17.5105006,-1.0,2552.0,31
547,15,12,53,-149.5425359,-17.5259804,-1.0,500.0,2
547,15,12,71,-149.5203766,-17.5239727,-1.0,3896.0,13
547,15,12,72,-149.5430224,-17.526128,-1.0,500.0,6
547,15,12,73,-149.5463405,-17.5269362,-1.0,1142.0,10
547,15,12,81,-149.5513139,-17.5285713,-1.0,927.0,15
547,15,12,82,-149.554745,-17.5296489,-1.0,500.0,3
547,15,12,122,-149.5481998,-17.5386426,-1.0,5389.0,28
547,15,12,123,-149.5536209,-17.5374845,-1.0,5602.0,32
547,15,12,124,-149.5477723,-17.5344467,-1.0,1357.0,28
547,15,12,131,-149.5569869,-17.5298277,-1.0,1355.0,24
547,15,12,132,-149.561126,-17.5318689,-1.0,500.0,23
547,15,12,133,-149.562152,-17.5318116,-1.0,500.0,14
547,15,12,143,-149.5633044,-17.5379155,-1.0,3505.0,33
547,15,12,161,-149.5549553,-17.5297183,-1.0,1641.0,24
547,15,12,181,-149.5657762,-17.5364504,-1.0,834.0,8
547,15,12,191,-149.5621306,-17.5319458,-1.0,1047.0,27
547,15,12,192,-149.5641058,-17.5347234,-1.0,1153.0,33
547,15,12,194,-149.5678152,-17.5353871,-1.0,2204.0,21
547,15,12,201,-149.5728657,-17.5403604,-1.0,500.0,7
547,15,12,203,-149.5730382,-17.541674,-1.0,10121.0,17
547,15,12,221,-149.5772109,-17.5439148,-1.0,545.0,7
547,15,12,251,-149.5702477,-17.5404697,-1.0,1261.0,18
547,15,12,372,-149.7604367,-17.8718961,-1.0,2326.0,4
547,15,12,402,-149.76169064359,-17.8768227833333,-1.0,12572.217948718,78
547,15,12,433,-149.644787,-17.6260766,-1.0,18899.0,5
547,15,12,441,-149.7431439,-17.8090991,-1.0,28774.0,12
547,15,12,491,-149.6226764,-17.7704792,-1.0,17031.0,9
547,15,12,492,-149.5768398,-17.739498,-1.0,500.0,10
547,15,12,551,-149.3593761,-17.7549541,-1.0,3201.0,6
547,15,12,553,-149.3641695,-17.7564595,-1.0,981.0,11
547,15,12,554,-149.2924793,-17.7496387,-1.0,500.0,47
547,15,12,564,-149.2924034,-17.7496739,-1.0,500.0,141
547,15,12,731,-149.4436594,-17.5080978,-1.0,500.0,16
547,15,12,732,-149.4436503,-17.5081377,-1.0,500.0,16
547,15,12,733,-149.4436506,-17.5081344,-1.0,500.0,14
547,15,12,751,-149.5551892,-17.5296193,-1.0,500.0,13
547,15,12,753,-149.5501101,-17.5307674,-1.0,1099.0,6
547,15,12,792,-149.7951865,-18.0050576,-1.0,10076.0,107
547,15,12,802,-149.8185671,-17.5917631,-1.0,500.0,2
547,15,12,811,-149.5663073,-17.5386735,-1.0,500.0,5
547,15,12,1111,-149.4813859,-17.5098275,-1.0,2808.0,4
547,15,13,65573,-149.5110089,-17.5203539,-1.0,5182.0,600
547,15,13,65591,-149.5185299,-17.5223717,-1.0,4178.0,643
547,15,13,65592,-149.530904,-17.5278378,-1.0,5779.0,451
547,15,13,65593,-149.5349171,-17.5266636,-1.0,1300.0,283
547,15,13,65612,-149.5379536,-17.5273482,-1.0,5081.0,379
547,15,13,65613,-149.5448803,-17.5268751,-1.0,1328.0,90
547,15,13,65614,-149.5066646,-17.5178713,-1.0,500.0,2
547,15,13,65621,-149.5470707,-17.5374998,-1.0,15109.0,361
547,15,13,65622,-149.5479233,-17.5346978,-1.0,5289.0,193
547,15,13,65623,-149.5443374,-17.5309159,-1.0,1773.0,112
547,15,13,65624,-149.5426072,-17.532256,-1.0,1981.0,38
547,15,13,65641,-149.5532477,-17.5344842,-1.0,1980.0,38
547,15,13,65643,-149.5553183,-17.5378711,-1.0,1117.0,4
547,15,13,65654,-149.6841064,-17.6040907,-1.0,13073.0,28
547,15,13,65662,-149.5463524,-17.5329809,-1.0,5178.0,326
547,15,13,65663,-149.5595279,-17.5327365,-1.0,11993.0,456
547,15,13,65664,-149.5504376,-17.5315701,-1.0,2435.0,109
547,15,13,65671,-149.5545072,-17.5296623,-1.0,6433.0,624
547,15,13,65672,-149.5612591,-17.531498,-1.0,1840.0,26
547,15,13,65673,-149.5614394,-17.5274264,-1.0,591.0,15
547,15,13,65681,-149.5581109,-17.5324524,-1.0,861.0,66
547,15,13,65682,-149.5526716,-17.5336436,-1.0,5673.0,42
547,15,13,65683,-149.5605199,-17.5345246,-1.0,562.0,39
547,15,13,65691,-149.5533309,-17.5417277,-1.0,740.0,16
547,15,13,65693,-149.563014,-17.5388403,-1.0,1621.0,25
547,15,13,65701,-149.5471246,-17.5412761,-1.0,2229.0,168
547,15,13,65721,-149.5672102,-17.5376563,-1.0,500.0,53
547,15,13,65722,-149.5649609,-17.5387526,-1.0,1471.0,77
547,15,13,65724,-149.5691469,-17.5395346,-1.0,599.0,198
547,15,13,65731,-149.566684,-17.5338005,-1.0,1588.0,123
547,15,13,65732,-149.5669217,-17.5351059,-1.0,661.0,75
547,15,13,65733,-149.568598,-17.53691,-1.0,717.0,137
547,15,13,65734,-149.5681118,-17.5338664,-1.0,622.0,27
547,15,13,65741,-149.5694647,-17.5418415,-1.0,1076.0,86
547,15,13,65743,-149.5736286,-17.5431342,-1.0,1961.0,126
547,15,13,65751,-149.5735659,-17.5520439,-1.0,500.0,14
547,15,13,65753,-149.5702345,-17.5587366,-1.0,504.0,26
547,15,13,65761,-149.5781161,-17.5448478,-1.0,1472.0,37
547,15,13,65762,-149.5783799,-17.5458943,-1.0,3002.0,31
547,15,13,65763,-149.5839667,-17.5445054,-1.0,3433.0,72
547,15,13,65764,-149.570444,-17.5410982,-1.0,2316.0,11
547,15,13,65781,-149.5829723,-17.5456445,-1.0,1389.0,64
547,15,13,65791,-149.5734063,-17.5436871,-1.0,2323.0,71
547,15,13,65792,-149.5916505,-17.5675713,-1.0,16354.0,233
547,15,13,65804,-149.5886164,-17.5663168,-1.0,540.0,94
547,15,13,65821,-149.5848778,-17.5689786,-1.0,1573.0,172
547,15,13,65841,-149.6076424,-17.559394,-1.0,821.0,104
547,15,13,65843,-149.6159342,-17.569562,-1.0,500.0,76
547,15,13,65852,-149.5855222,-17.5563418,-1.0,500.0,3
547,15,13,65853,-149.6134196,-17.5746135,-1.0,13562.0,34
547,15,13,65871,-149.6138105,-17.5792566,-1.0,9084.0,125
547,15,13,65873,-149.6142915,-17.5866365,-1.0,5132.0,87
547,15,13,65882,-149.6511187,-17.6166002,-1.0,9481.0,24
547,15,13,65883,-149.6182734,-17.5706786,-1.0,8942.0,286
547,15,13,65891,-149.6162433,-17.5731167,-1.0,620.0,100
547,15,13,65893,-149.6342722,-17.6138913,-1.0,11389.0,16
547,15,13,65912,-149.7207495,-17.7156038,-1.0,3868.0,16
547,15,13,65973,-149.634928,-17.6439168,-1.0,8959.0,9
547,15,13,66091,-149.3391944,-17.7405561,-1.0,500.0,15
547,15,13,66291,-149.5377987,-17.5268653,-1.0,532.0,92
547,15,13,66303,-149.6119641,-17.574018,-1.0,15162.0,173
547,15,13,66351,-149.5670498,-17.54266,-1.0,500.0,2
547,15,13,66353,-149.5681946,-17.5429112,-1.0,500.0,2
547,15,13,67571,-149.4986124,-17.5104819,-1.0,1666.0,27
547,15,13,67573,-149.5209657,-17.522785,-1.0,2383.0,79
547,15,13,67591,-149.5299685,-17.5249288,-1.0,3265.0,141
547,15,13,67592,-149.5289683,-17.5268478,-1.0,3531.0,6
547,15,13,67593,-149.5349911,-17.5262531,-1.0,500.0,2
547,15,13,67612,-149.538961,-17.5272264,-1.0,1734.0,190
547,15,13,67613,-149.5439105,-17.5261669,-1.0,1725.0,60
547,15,13,67614,-149.5065796,-17.517851,-1.0,500.0,5
547,15,13,67621,-149.5461684,-17.5295031,-1.0,600.0,124
547,15,13,67622,-149.5497755,-17.5329938,-1.0,1082.0,95
547,15,13,67623,-149.5421372,-17.5325296,-1.0,1311.0,182
547,15,13,67624,-149.5330519,-17.5479071,-1.0,500.0,2
547,15,13,67641,-149.5556699,-17.5314609,-1.0,1070.0,45
547,15,13,67642,-149.548592,-17.5471182,-1.0,2608.0,5
547,15,13,67643,-149.5560104,-17.5393407,-1.0,500.0,15
547,15,13,67662,-149.5472023,-17.5276759,-1.0,5132.0,146
547,15,13,67663,-149.5548696,-17.5307263,-1.0,9207.0,117
