mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
308,1,20608,472,-56.1735875,46.7792301,-1.0,7865.0,577
308,1,20608,473,-56.1732122,46.7784668,-1.0,34397.0,565
308,1,20608,474,-56.1745126,46.7769342,-1.0,7755.0,545
308,1,20608,728,-56.1764351,46.7722798,-1.0,2366.0,226
308,1,20608,984,-56.1733665,46.7764811,-1.0,7656.0,396
308,1,20608,1496,-56.1735773,46.7779551,-1.0,7772.0,539
308,1,20608,2500,-56.1724622,46.7768927,-1.0,2934.0,174
308,1,20608,3000,-56.1744775,46.7763441,-1.0,7712.0,375
