mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
316,10,11238,28988418,-114.0256111,51.4722143,-1.0,500.0,2
316,10,11238,28988426,-114.0262089,51.4822375,-1.0,500.0,11
316,10,11238,28988428,-114.0266999,51.4778483,-1.0,500.0,4
316,10,11238,28988528,-114.0318651,51.495902,-1.0,4707.0,16
316,10,11238,28988548,-114.0269149,51.4753256,-1.0,1504.0,23
316,10,11238,28991599,-114.0479107,51.5106002,-1.0,2888.0,31
316,10,11238,28991619,-114.0264207,51.4746,-1.0,500.0,2
316,80,1,31,-93.1600049,31.1140534,-1.0,855.0,18
316,80,1,33,-93.1679141,31.1140283,-1.0,500.0,5
