mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
750,1,1,2,-57.86686,-51.6924362,-1.0,43829.0,44
750,1,1,256,-57.8644743,-51.6941554,-1.0,6080.0,213
750,1,1,768,-57.8481738,-51.696788,-1.0,524.0,65
750,1,1,1536,-57.8260799,-51.6968682,-1.0,3362.0,90
