mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
374,12,611,19034,-60.7877461,11.168051,-1.0,3827.0,385
374,12,611,19044,-60.7642723,11.1669003,-1.0,4655.0,733
374,12,611,19046,-60.7849731,11.1584504,-1.0,4405.0,855
374,12,611,19064,-60.7743678,11.1822911,-1.0,500.0,4
374,12,611,19065,-60.7738097,11.1624909,-1.0,6069.0,481
374,12,611,19066,-60.7828534,11.1645063,-1.0,4869.0,247
374,12,611,19076,-60.7839209,11.1609379,-1.0,38675.0,1001
374,12,621,12114,-61.3073092,10.6292283,-1.0,3824.0,116
374,12,621,12115,-61.3058245,10.6274077,-1.0,1391.0,87
374,12,621,12116,-61.3110263,10.621051,-1.0,1149.0,48
374,12,621,12124,-61.3168433,10.6308274,-1.0,1843.0,76
374,12,621,12125,-61.3101895,10.6165393,-1.0,5733.0,328
374,12,621,12126,-61.3239611,10.6125075,-1.0,3638.0,112
374,12,621,12136,-61.2580014,10.6264894,-1.0,9456.0,319
374,12,621,12326,-61.333913,10.5672246,-1.0,20019.0,311
374,12,621,16015,-61.3165919,10.6241291,-1.0,4062.0,80
374,12,621,16016,-61.323597,10.6307956,-1.0,874.0,18
374,12,621,16024,-61.3143484,10.6157306,-1.0,3675.0,575
374,12,621,16025,-61.2976286,10.6115673,-1.0,14501.0,1817
374,12,621,16026,-61.3221617,10.6087302,-1.0,13664.0,1087
374,12,621,16085,-61.2709493,10.6337514,-1.0,5713.0,525
374,12,621,16086,-61.3082981,10.6185824,-1.0,27628.0,517
374,12,621,16094,-61.2842951,10.6408488,-1.0,1307.0,41
374,12,621,16095,-61.2801301,10.6350938,-1.0,2260.0,48
374,12,621,16096,-61.2856094,10.6334892,-1.0,2524.0,199
374,12,621,16124,-61.2837553,10.6241387,-1.0,3271.0,406
374,12,621,16134,-61.2727018,10.6142999,-1.0,4105.0,314
374,12,621,16144,-61.2536175,10.6251903,-1.0,4386.0,374
374,12,621,16146,-61.2716788,10.6163978,-1.0,4790.0,426
374,12,621,16174,-61.3001841,10.6127476,-1.0,6525.0,651
374,12,621,16175,-61.2873042,10.6018145,-1.0,4362.0,309
374,12,621,16195,-61.185992,10.6371372,-1.0,6531.0,259
374,12,621,16216,-61.1934592,10.6239639,-1.0,5891.0,350
374,12,621,16226,-61.1017688,10.5855023,-1.0,4084.0,400
374,12,621,16245,-61.196511,10.6301602,-1.0,8227.0,431
