mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
623,1,1,1032,18.5454761,4.3785665,-1.0,3400.0,12
623,1,1,1041,18.5602124,4.3817979,-1.0,4681.0,113
623,1,1,1052,18.5358334,4.3749222,-1.0,500.0,2
623,1,1,1151,18.561386,4.385751,-1.0,5132.0,74
623,1,1,1233,18.5578608,4.3657209,-1.0,2698.0,12
623,1,1,1243,18.5358207,4.3749025,-1.0,500.0,2
623,1,1,1263,18.5384743,4.4261557,-1.0,500.0,6
623,1,1,1311,18.5499175,4.3702854,-1.0,2146.0,4
623,1,1,1353,18.56178,4.393473,-1.0,500.0,3
623,1,11,11013,21.9616232,6.5508976,-1.0,2609.0,360
623,1,501,77848,18.5552161,4.3879618,-1.0,2426.0,3
623,1,501,87848,18.5420461,4.3709402,-1.0,500.0,2
623,1,501,87871,18.5666365,4.3635158,-1.0,1621.0,6
623,1,501,87875,18.5733118,4.3621832,-1.0,500.0,2
623,1,501,88583,18.538723,4.372396,-1.0,663.0,10
623,1,501,88615,18.5731583,4.3628169,-1.0,500.0,4
623,1,501,88664,18.5432731,4.3686124,-1.0,500.0,2
623,1,501,88665,18.537046,4.3742361,-1.0,518.0,14
623,1,501,88675,18.5525956,4.3665639,-1.0,500.0,12
623,1,501,88775,18.5379679,4.3741697,-1.0,500.0,4
623,1,501,88785,18.5366193,4.3755476,-1.0,500.0,9
623,1,501,88934,18.5734009,4.3621344,-1.0,500.0,2
623,1,501,97848,18.5364318,4.3751845,-1.0,537.0,48
623,1,501,107851,18.5361824,4.375391,-1.0,500.0,9
623,1,501,117860,18.56178,4.393473,-1.0,500.0,3
623,1,501,117869,18.5732263,4.3618525,-1.0,500.0,2
623,1,501,127840,18.5362334,4.3752323,-1.0,500.0,32
623,1,501,127848,18.5370539,4.3749349,-1.0,526.0,26
623,1,511,101555,21.9611897,6.5512399,-1.0,6369.0,354
623,2,2,140,18.5693958,4.3695375,-1.0,1096.0,9
623,2,2,201,18.5608583,4.3919768,-1.0,500.0,10
623,2,2,263,18.5606125,4.3918097,-1.0,500.0,10
623,2,2,264,18.5597352,4.3915675,-1.0,500.0,2
623,2,2,937,18.5606941,4.4046885,-1.0,500.0,25
623,2,4,300,21.9696907,6.5479994,-1.0,4059.0,191
623,2,4,301,21.965144,6.551292,-1.0,4342.0,758
623,2,4,302,21.9816662,6.5391721,-1.0,2911.0,207
623,2,4,817,21.9628386,6.5516304,-1.0,4017.0,4746
623,2,4,818,21.9637406,6.5514138,-1.0,3955.0,1434
623,2,4,819,21.9623093,6.5514174,-1.0,3843.0,3514
623,2,9,529,15.352193,7.7708816,-1.0,500.0,8
623,2,9,531,15.4612169,7.6453136,-1.0,25474.0,2
623,2,301,95608,18.5918721,4.3634827,-1.0,1182.0,68
623,2,301,95611,18.5928614,4.3635956,-1.0,1080.0,45
623,2,301,95629,18.5682083,4.3677364,-1.0,1540.0,18
623,2,301,95652,18.5781124,4.3626346,-1.0,3329.0,53
623,2,301,95707,18.523163,4.3981357,-1.0,500.0,2
623,2,301,95812,18.5839179,4.3612749,-1.0,1030.0,56
623,2,301,95827,18.5763926,4.3658993,-1.0,857.0,53
623,2,301,95830,18.5733398,4.367437,-1.0,500.0,14
623,2,301,95877,18.5296137,4.3378431,-1.0,6707.0,75
623,2,301,96012,21.9611267,6.551254,-1.0,500.0,3
623,2,301,96110,13.6810048,4.57387,-1.0,500.0,2
623,3,1,262,18.5897756,4.3630584,-1.0,1164.0,17
623,3,1,263,18.5892746,4.3623849,-1.0,7211.0,37
623,3,1,546,18.561555,4.3929079,-1.0,500.0,3
623,3,2,65599,18.5775253,4.3685489,-1.0,1866.0,46
623,3,2,65788,18.5702092,4.3641475,-1.0,2238.0,79
