mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
363,1,1,2841867,-70.0489508,12.5350823,-1.0,630.0,84
363,1,1,2841868,-70.0536532,12.5319013,-1.0,500.0,53
363,1,1,2841869,-70.0551003,12.5374877,-1.0,677.0,653
363,1,1,2841877,-70.0481968,12.5351195,-1.0,500.0,20
363,1,1,2841878,-70.0520025,12.5301122,-1.0,500.0,25
363,1,1,2841879,-70.0552166,12.5373395,-1.0,500.0,5
363,1,1,2841887,-70.0453605,12.5363523,-1.0,579.0,10
363,1,1,2841888,-70.0515799,12.5295535,-1.0,500.0,12
363,1,1,2868747,-70.0417484,12.5683513,-1.0,895.0,52
363,1,1,2868748,-70.0373421,12.5646334,-1.0,500.0,12
363,1,1,2868749,-70.0389359,12.5652447,-1.0,1015.0,154
363,1,1,2868757,-70.042422,12.5704,-1.0,578.0,14
363,1,1,2868758,-70.0362742,12.5648872,-1.0,545.0,19
363,1,1,2868759,-70.040077,12.5642041,-1.0,1391.0,32
363,1,1,2868767,-70.0425242,12.568841,-1.0,500.0,2
363,1,1,2868768,-70.0362597,12.5642877,-1.0,552.0,16
363,1,1,2868769,-70.0402457,12.5633998,-1.0,1647.0,10
363,1,1,3099659,-70.0313728887179,12.5560677630769,-1.0,5717.92820512821,195
363,1,1,3099660,-70.0290582,12.5442923,-1.0,901.0,71
363,1,1,3099661,-70.0310077,12.5463233,-1.0,500.0,86
363,1,1,3099669,-70.0312669,12.5539445,-1.0,1232.0,206
363,1,1,3099670,-70.0290244,12.544713,-1.0,687.0,20
363,1,1,3099671,-70.0313931,12.5470921,-1.0,1446.0,61
363,1,1,3099679,-70.0309244,12.5531127,-1.0,1710.0,136
363,1,1,3099680,-70.0282139,12.5445601,-1.0,1036.0,188
363,1,1,3099681,-70.0310417,12.5471891,-1.0,863.0,83
363,1,1,3126283,-70.0450445,12.6090518,-1.0,9640.0,479
363,1,1,3126284,-70.0505474,12.6105015,-1.0,2173.0,126
363,1,1,3126285,-70.0516361,12.6117383,-1.0,778.0,272
363,1,1,3126293,-70.0405585,12.6040239,-1.0,935.0,23
363,1,1,3126294,-70.0431906,12.6006009,-1.0,1045.0,9
363,1,1,3126295,-70.0530261,12.614915,-1.0,500.0,7
363,1,1,3126303,-70.0396919,12.6046987,-1.0,950.0,18
363,1,1,3126304,-70.0495384,12.6050974,-1.0,1742.0,9
363,1,1,3126305,-70.0530212,12.6137315,-1.0,500.0,22
363,1,1,3358475,-70.0424206,12.5727678,-1.0,500.0,39
363,1,1,3358476,-70.0445919,12.5686117,-1.0,500.0,23
363,1,1,3358485,-70.042765,12.5731094,-1.0,514.0,38
363,1,1,3358486,-70.0437924,12.5688681,-1.0,500.0,2
363,1,1,3358495,-70.0426631,12.5746242,-1.0,500.0,2
363,1,1,3358496,-70.0443177,12.5693304,-1.0,500.0,3
363,1,1,3385355,-70.0523632,12.5498179,-1.0,6175.0,270
363,1,1,3385356,-70.0460939,12.545492,-1.0,1765.0,148
363,1,1,3385357,-70.0544247,12.5412091,-1.0,778.0,691
363,1,1,3385365,-70.0525138,12.54896,-1.0,732.0,53
363,1,1,3385366,-70.0463643,12.548606,-1.0,1199.0,19
363,1,1,3385367,-70.0522166,12.5451443,-1.0,1019.0,22
363,1,1,3385375,-70.0493766,12.5523232,-1.0,500.0,6
363,1,1,3385376,-70.0412438,12.5499057,-1.0,501.0,4
363,1,1,3385377,-70.0536001,12.5423883,-1.0,705.0,13
363,1,1,3616011,-70.0389033,12.5983973,-1.0,1622.0,208
363,1,1,3616012,-70.0356,12.5813758,-1.0,936.0,244
363,1,1,3616013,-70.0427511,12.5837528,-1.0,816.0,73
363,1,1,3616021,-70.0384702,12.5941537,-1.0,3464.0,1014
363,1,1,3616022,-70.035681,12.5818228,-1.0,1011.0,471
363,1,1,3616023,-70.0403492,12.5820414,-1.0,605.0,72
363,1,1,3616031,-70.0387109,12.5951688,-1.0,1626.0,177
363,1,1,3616032,-70.0354533,12.5807419,-1.0,822.0,86
363,1,1,3616033,-70.0424141,12.5796261,-1.0,500.0,14
363,1,1,3642637,-70.0183093,12.5357442,-1.0,1029.0,11
