mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
704,1,253,10255,-90.4584298,14.6529313,-1.0,500.0,4
704,1,253,10354,-90.419613,14.6787396,-1.0,3678.0,119
704,1,253,10355,-90.4223117,14.6643629,-1.0,2141.0,27
704,1,253,11276,-90.4521643,14.6507393,-1.0,647.0,29
704,1,253,11304,-90.4568224,14.6526095,-1.0,864.0,51
704,1,253,11305,-90.4561625,14.652426,-1.0,739.0,53
704,1,253,11306,-90.4605103,14.6540656,-1.0,652.0,37
704,1,253,11525,-90.4258968,14.6531998,-1.0,7287.0,39
704,1,253,11526,-90.4365526,14.6488537,-1.0,1386.0,18
704,1,253,16064,-90.4192656,14.681505,-1.0,500.0,3
704,1,253,16066,-90.4584971,14.6532084,-1.0,1168.0,48
704,1,253,16495,-90.4532958,14.6516496,-1.0,500.0,15
704,1,253,16794,-90.4796812,14.6528828,-1.0,1944.0,29
704,1,253,18794,-90.3735151,14.6801698,-1.0,5543.0,11
704,1,253,18824,-90.4494674,14.649209,-1.0,790.0,26
704,1,253,18825,-90.4494311,14.6489299,-1.0,500.0,19
704,1,253,18826,-90.4582524,14.6531162,-1.0,1446.0,31
704,1,253,18875,-90.4355823,14.6489303,-1.0,743.0,15
704,1,253,18876,-90.4428095,14.6478337,-1.0,522.0,17
704,1,253,19855,-90.4480783,14.6483383,-1.0,500.0,3
704,1,253,37445,-90.4621634,14.6539978,-1.0,985.0,39
704,1,253,37965,-90.4420497,14.6481174,-1.0,776.0,23
704,1,253,45126,-90.4309314,14.6504571,-1.0,500.0,5
704,1,254,10834,-90.5195742,14.6353855,-1.0,1019.0,13
704,1,254,10835,-90.5196871,14.6337137,-1.0,865.0,16
704,1,254,11295,-90.5206642,14.6365864,-1.0,919.0,7
704,1,254,20294,-90.530411,14.6087373,-1.0,1639.0,20
704,1,254,20544,-90.5259148,14.606613,-1.0,15476.0,15
704,1,254,33424,-90.5394969,14.599949,-1.0,19298.0,85
704,1,254,33426,-90.5392703,14.6051422,-1.0,19559.0,51
704,1,254,36034,-90.5495723,14.5954975,-1.0,817.0,12
704,1,254,36045,-90.530101,14.6167361,-1.0,500.0,11
704,1,254,45635,-90.4668017,14.6044654,-1.0,9130.0,14
704,1,255,48934,-90.6117686,14.3932441,-1.0,500.0,2
704,1,256,39503,-90.3834928,14.1376111,-1.0,1622.0,15
704,1,256,55695,-90.3410248,14.0735088,-1.0,19429.0,20
704,1,256,55696,-90.3789156,14.156779,-1.0,799.0,31
704,1,258,10306,-90.5188495,14.6002975,-1.0,1555.0,46
704,1,258,10534,-90.5201812,14.604559,-1.0,500.0,5
704,1,258,10535,-90.5202859,14.6041444,-1.0,500.0,6
704,1,258,10536,-90.5205045,14.6036541,-1.0,500.0,2
704,1,258,11354,-90.51614,14.6121089,-1.0,500.0,3
704,1,258,11355,-90.5197854,14.6052057,-1.0,1231.0,10
704,1,258,11356,-90.5161307,14.6236923,-1.0,1213.0,7
704,1,258,11364,-90.5242587,14.6084606,-1.0,1216.0,27
704,1,258,11365,-90.5241891,14.6103861,-1.0,1224.0,10
704,1,258,16806,-90.5097876,14.6206629,-1.0,500.0,9
704,1,258,26815,-90.5192174,14.6008313,-1.0,630.0,27
704,1,258,32864,-90.5157596,14.6005099,-1.0,630.0,11
704,1,258,32866,-90.5204921,14.6009027,-1.0,570.0,22
704,1,258,36854,-90.5105668,14.6169828,-1.0,500.0,9
704,1,259,15724,-90.4936593,14.5843258,-1.0,2148.0,109
704,1,259,50214,-90.511165,14.5857675,-1.0,942.0,2
704,1,259,50215,-90.5031565,14.5824593,-1.0,500.0,2
704,1,259,50216,-90.5129462,14.5863228,-1.0,1124.0,3
704,1,272,10324,-90.4425389,14.5453361,-1.0,736.0,7
704,1,272,10325,-90.4499385,14.5569376,-1.0,1938.0,4
704,1,272,10614,-90.4534623,14.5525793,-1.0,500.0,2
704,1,272,10615,-90.4476575,14.5514248,-1.0,1164.0,3
704,1,272,10616,-90.452313,14.548388,-1.0,2864.0,91
704,1,272,11056,-90.4369134,14.5433838,-1.0,500.0,7
704,1,272,11084,-90.4548174,14.564962,-1.0,8559.0,611
704,1,272,11124,-90.444564,14.5415885,-1.0,500.0,2
704,1,272,11171,-90.4289632,14.5379699,-1.0,500.0,39
704,1,272,11174,-90.4315311,14.5395743,-1.0,2038.0,194
704,1,272,11175,-90.4290429,14.5381351,-1.0,500.0,147
704,1,272,11176,-90.429943,14.5383204,-1.0,2126.0,170
704,1,272,11394,-90.4425215,14.5510881,-1.0,2837.0,9
704,1,272,11395,-90.462959,14.561723,-1.0,2245.0,11
704,1,272,11396,-90.4631995,14.5622199,-1.0,500.0,6
704,1,272,15804,-90.4294856,14.5422468,-1.0,682.0,35
704,1,272,15805,-90.4305434,14.539504,-1.0,1572.0,122
704,1,272,15806,-90.4308242,14.5434684,-1.0,729.0,23
704,1,272,16964,-90.4634863,14.5626816,-1.0,500.0,2
704,1,272,18094,-90.4445708,14.5373813,-1.0,1011.0,63
704,1,272,19504,-90.4599558,14.6539296,-1.0,500.0,7
704,1,272,19964,-90.4644033,14.5640124,-1.0,500.0,3
704,1,272,19965,-90.4645015,14.5640339,-1.0,500.0,3
704,1,272,31994,-90.4484016,14.5423184,-1.0,632.0,10
704,1,272,31996,-90.4595502,14.5582932,-1.0,1786.0,6
704,1,272,38934,-90.4320616,14.5398627,-1.0,4267.0,209
704,1,272,38935,-90.4460643,14.54225,-1.0,1939.0,24
704,1,272,38936,-90.4332118,14.543235,-1.0,1747.0,46
704,1,272,39586,-90.457983,14.533153,-1.0,3303.0,34
