mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
292,12,1,514,22.6356758,39.4899127,-1.0,500.0,2
292,14,1,514,22.6260999,39.4937606,-1.0,500.0,2
292,17,1,514,22.623411,39.4938951,-1.0,500.0,2
292,19,1,514,22.6281082,39.4935206,-1.0,500.0,3
292,27,1,514,22.6148666,39.4943446,-1.0,500.0,3
292,32,1,514,22.620773,39.494012,-1.0,500.0,2
292,36,1,514,22.6058418,39.4949129,-1.0,728.0,12
292,38,1,514,22.637755,39.4883991,-1.0,500.0,2
292,40,1,514,22.6174885,39.4941769,-1.0,500.0,3
