mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
710,21,10,346,-86.5151362,11.8504177,-1.0,3290.0,98
710,21,10,10009,-86.3060098,12.1510117,-1.0,1513.0,12
710,21,10,10406,-86.5166009,12.0205212,-1.0,500.0,5
710,21,10,20145,-86.2588712,12.1072496,-1.0,1041.0,33
710,21,10,30145,-86.2588712,12.1072496,-1.0,1041.0,33
710,21,12,20246,-86.249389,12.1049302,-1.0,500.0,27
710,21,12,20422,-86.2000405,12.1038031,-1.0,3804.0,11
710,21,16,20011,-86.2642467,12.1146212,-1.0,1004.0,46
710,21,16,20115,-86.2644636,12.1149132,-1.0,500.0,96
710,21,18,10096,-86.1656727,12.110683,-1.0,3412.0,9
710,21,18,10797,-86.217228,12.1232041,-1.0,6208.0,80
710,21,18,20096,-86.1712661,12.1094907,-1.0,2778.0,7
710,21,18,20186,-86.174525,12.1058062,-1.0,2388.0,26
710,21,18,20767,-86.1568186,12.1188195,-1.0,2035.0,9
710,21,18,20798,-86.171622,12.1240786,-1.0,3457.0,14
710,21,18,21040,-86.1618448,12.1185697,-1.0,2287.0,6
710,21,19,11057,-86.106407,12.3139989,-1.0,26692.0,36
710,21,84,10721,-84.617372,12.0341149,-1.0,8661.0,140
710,21,84,10953,-84.647635,12.0211123,-1.0,3438.0,109
710,21,84,20117,-84.7333495,11.999638,-1.0,8249.0,254
710,21,84,20721,-84.6588919,12.0143972,-1.0,6475.0,139
710,21,200,20307,-86.0513423,12.5257924,-1.0,4599.0,232
710,21,201,10924,-85.8014647,12.4195403,-1.0,3021.0,9
710,21,201,20924,-85.7936534,12.4197358,-1.0,500.0,21
710,21,201,30601,-85.7994537,12.4195534,-1.0,3126.0,8
710,21,203,10941,-86.0782748,12.673706,-1.0,5551.0,30
710,21,203,30941,-86.119969,12.7311736,-1.0,2813.0,3
710,21,204,10544,-86.3279744,13.1671827,-1.0,500.0,5
710,21,205,10969,-86.3279766,13.1671759,-1.0,500.0,5
710,21,205,20675,-86.3279666,13.1671923,-1.0,500.0,5
710,21,206,10121,-86.6675509,12.1759178,-1.0,2143.0,42
710,21,206,20121,-86.6549769,12.1557397,-1.0,35298.0,162
710,21,212,51,-85.3740849,12.1069455,-1.0,500.0,3
710,21,212,10521,-85.3740813,12.1069432,-1.0,500.0,3
710,21,212,10820,-85.3740968,12.1069431,-1.0,500.0,3
710,21,212,30521,-85.374072,12.1069438,-1.0,500.0,3
710,21,304,497,-86.0074157,11.865393,-1.0,861.0,19
710,21,304,10269,-86.0072744,11.8655119,-1.0,859.0,19
710,21,304,10273,-86.0012099,11.8742697,-1.0,500.0,2
710,21,304,20273,-86.0012985,11.8741941,-1.0,1145.0,19
710,21,304,30273,-85.9971227,11.8847299,-1.0,3096.0,14
710,21,305,311,-85.7544565,11.3682106,-1.0,3988.0,9
710,21,305,312,-85.811804,11.3352821,-1.0,7742.0,3
710,21,305,313,-85.7792305,11.3986542,-1.0,3746.0,9
710,21,305,10790,-85.8278091,11.3061036,-1.0,8699.0,39
710,21,305,20825,-85.7769416,11.3963104,-1.0,500.0,6
710,21,305,21094,-85.8087276,11.4249168,-1.0,4824.0,27
710,21,305,30790,-85.8516963,11.2496448,-1.0,7674.0,325
710,21,405,10809,-83.9795265,12.2587159,-1.0,20625.0,104
710,21,501,11006,-85.8247226,12.9183132,-1.0,2779.0,6
710,21,501,20985,-85.8472727,12.9297381,-1.0,500.0,2
710,21,512,10605,-86.1542734,13.6601926,-1.0,500.0,5
710,21,512,10679,-86.1238965,13.5952726,-1.0,7743.0,31
710,21,512,14005,-86.0280371,13.5641206,-1.0,1795.0,12
710,21,512,20541,-86.1314794,13.64312,-1.0,500.0,5
710,21,512,20679,-86.131681,13.5284008,-1.0,500.0,14
710,21,512,24005,-86.0392279,13.5687105,-1.0,500.0,16
710,21,512,30605,-86.1476311,13.6210838,-1.0,500.0,4
710,21,512,30734,-85.9657203,13.5287075,-1.0,609.0,8
710,21,512,30838,-86.1357734,13.5350098,-1.0,500.0,7
710,21,512,30965,-85.9531464,13.7849975,-1.0,1110.0,60
710,21,512,34005,-86.0374234,13.5772946,-1.0,3083.0,11
710,21,601,3511411,-86.1377015,13.7215866,-1.0,500.0,2
710,21,601,3511414,-86.1362961,13.7215346,-1.0,500.0,7
710,21,601,3535692,-86.137466,13.7217677,-1.0,500.0,6
710,21,606,3502229,-84.4214412,11.0897787,-1.0,1379.0,21
710,21,606,3502232,-84.4212061,11.0896426,-1.0,1352.0,10
710,21,606,3502234,-84.4067197,11.0686534,-1.0,500.0,2
710,21,1510,30302,-86.0882257,11.9270134,-1.0,500.0,2
710,21,1510,33292664,-86.0534903,11.8784113,-1.0,5265.0,29
710,21,1510,33293263,-85.9904954,11.9561819,-1.0,1967.0,33
710,21,1510,33293289,-86.0144439,11.8590831,-1.0,500.0,4
710,21,1510,33293291,-86.0297031,11.8404774,-1.0,500.0,2
710,21,1510,33293292,-86.0131122,11.8603296,-1.0,500.0,3
710,21,1510,33296245,-86.0307537,11.8374459,-1.0,500.0,8
710,21,1510,33296700,-86.0909857,11.9375498,-1.0,968.0,32
710,21,1512,30302,-86.1350144,11.9074859,-1.0,628.0,22
710,21,1512,33292664,-86.0316323,11.8362881,-1.0,540.0,18
710,21,1512,33292696,-86.2035673,11.9091902,-1.0,500.0,3
710,21,1512,33293245,-86.0314883,11.749177,-1.0,500.0,9
