mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
659,2,1001,1377279,31.591791,4.818766,-1.0,500.0,5
659,2,1001,1377281,31.6040007,4.8357142,-1.0,500.0,2
659,2,1001,1377297,31.580361,4.8653808,-1.0,500.0,4
659,2,1001,1377298,31.5794386,4.8602929,-1.0,592.0,12
659,2,1001,1377299,31.5728572,4.864684,-1.0,500.0,7
659,2,1001,1377300,31.5802451,4.8666743,-1.0,500.0,10
659,2,1001,1377301,31.5803466,4.8596548,-1.0,500.0,7
659,2,1001,1377302,31.5724551,4.8645459,-1.0,500.0,7
659,2,1001,1377303,31.5805835,4.8663245,-1.0,564.0,23
659,2,1001,1377305,31.5707582,4.8603884,-1.0,507.0,20
659,2,1001,1377328,31.5947386,4.840334,-1.0,500.0,3
659,2,1001,1377330,31.5903062,4.8415263,-1.0,500.0,2
659,2,1001,1377331,31.5939243,4.8391649,-1.0,500.0,8
659,2,1001,1377334,31.5933345,4.8376546,-1.0,500.0,2
659,2,1001,1377348,31.5568781,4.8648466,-1.0,991.0,66
659,2,1001,1377350,31.5457286,4.8714263,-1.0,810.0,65
659,2,1001,1377351,31.556863,4.864813,-1.0,798.0,62
659,2,1001,1377352,31.541676,4.8671462,-1.0,1282.0,56
659,2,1001,1377353,31.5511597,4.8585331,-1.0,738.0,31
659,2,1001,1377354,31.5572343,4.8647482,-1.0,804.0,65
659,2,1001,1377367,31.5921285,4.9069372,-1.0,1684.0,315
659,2,1001,1377368,31.5885869,4.8916992,-1.0,601.0,37
659,2,1001,1377369,31.5862927,4.8888067,-1.0,500.0,15
659,2,1001,1377370,31.5922622,4.906796,-1.0,1570.0,351
659,2,1001,1377371,31.5891906,4.8923083,-1.0,500.0,20
659,2,1001,1377372,31.5866076,4.8889619,-1.0,500.0,15
659,2,1001,1377397,31.5692682,4.8352581,-1.0,500.0,2
659,2,1001,1377403,31.5685052,4.8322886,-1.0,500.0,2
659,2,1001,1377658,31.5670518,4.8614405,-1.0,500.0,49
659,2,1001,1377661,31.5679883,4.8607816,-1.0,1741.0,25
659,2,1001,1377662,31.5544563,4.8647318,-1.0,1144.0,30
659,2,1001,1377664,31.6102074,4.8358616,-1.0,500.0,2
659,2,1001,1377665,31.5514919,4.8576477,-1.0,500.0,6
659,2,1001,1377710,31.5267355,4.8679294,-1.0,923.0,53
659,2,1001,1377929,31.5126375,4.8665776,-1.0,500.0,9
659,2,1001,1377930,31.5083489,4.8662102,-1.0,1185.0,19
659,2,1001,1377932,31.512371,4.8665152,-1.0,500.0,9
659,2,1001,1377935,31.5117303,4.8664758,-1.0,500.0,15
659,2,1001,1378099,31.5659565,4.830702,-1.0,500.0,8
659,2,1001,1378102,31.5659565,4.830702,-1.0,500.0,7
659,2,1001,1378103,31.5560041,4.8556487,-1.0,500.0,5
659,2,1001,1378637,27.9769387,7.7235895,-1.0,2644.0,4
659,2,1001,1378644,27.9909574,7.7135177,-1.0,500.0,12
659,2,1001,1384290,27.4022416,8.7616698,-1.0,715.0,15
659,2,1001,1384298,27.3755489,8.7434008,-1.0,500.0,10
659,2,1001,1384300,27.3851485,8.7620453,-1.0,660.0,2
659,2,1001,1384301,27.3773853,8.744894,-1.0,500.0,26
659,2,1001,1384302,27.3876943,8.7658641,-1.0,1292.0,29
659,2,1001,1385308,27.9770826,7.7108057,-1.0,500.0,2
659,2,1001,1385310,27.9877345,7.7115555,-1.0,588.0,9
659,2,1001,1385313,27.9909548,7.7135161,-1.0,500.0,305
659,2,1001,1385604,27.9805622,7.7176951,-1.0,1215.0,6
659,2,1001,1386427,27.3982744,8.7742769,-1.0,500.0,2
659,2,1001,1386428,27.3975057,8.7654359,-1.0,961.0,17
659,2,1001,1386429,27.3851146,8.7647796,-1.0,1171.0,20
659,2,1001,1386431,27.3999536,8.7661826,-1.0,500.0,8
659,2,1001,1386432,27.380418,8.7642436,-1.0,1181.0,12
659,2,1001,1386453,27.9910638,7.7135809,-1.0,500.0,12
659,2,1001,1387424,31.5428016,4.8111073,-1.0,500.0,19
659,2,1001,1387425,31.5346399,4.8168123,-1.0,2541.0,11
659,2,1001,1387528,31.5466608,4.8663463,-1.0,1118.0,55
659,2,1001,1387529,31.5361372,4.8674134,-1.0,2447.0,47
659,2,1001,1387532,31.5362293,4.867534,-1.0,1975.0,61
659,2,1001,1387535,31.5347413,4.867473,-1.0,2166.0,72
659,2,1001,1387540,27.9899995,7.7153011,-1.0,500.0,16
659,2,1001,1387547,31.5702434,4.8658743,-1.0,5271.0,5
659,2,1001,1387549,31.5568101,4.8553266,-1.0,500.0,2
659,2,1001,1387550,31.5649149,4.8557915,-1.0,500.0,3
659,2,1001,1387552,31.5559295,4.8554796,-1.0,500.0,3
659,2,1001,1387553,31.5726812,4.8636988,-1.0,3039.0,13
659,2,1001,1387659,31.5919608,4.9150127,-1.0,1004.0,283
659,2,1001,1387662,31.5923979,4.9141174,-1.0,1429.0,248
659,2,1001,1387723,31.5305565,4.8705336,-1.0,8179.0,12
659,2,1001,1387738,31.5515466,4.8576903,-1.0,500.0,253
659,2,1001,1387741,31.551595,4.8576691,-1.0,841.0,101
659,2,1001,1387754,31.567049,4.8310393,-1.0,500.0,4
659,2,1001,1387779,31.5415192,4.8107795,-1.0,500.0,24
659,2,1001,1387782,31.5322797,4.8147062,-1.0,2328.0,8
659,2,1001,1387797,31.591791,4.818766,-1.0,500.0,12
659,2,1001,1387807,31.5847132,4.8725097,-1.0,500.0,76
659,2,1001,1387809,31.5516788,4.8577874,-1.0,500.0,25
659,2,1001,1387810,31.5847111,4.8725069,-1.0,500.0,60
659,2,1001,1387812,31.5514986,4.8576666,-1.0,500.0,23
659,2,1001,1387813,31.5839384,4.8714963,-1.0,524.0,71
659,2,1001,1387815,31.5697053,4.8510118,-1.0,4798.0,7
659,2,1001,1387848,31.54562,4.871684,-1.0,500.0,21
659,2,1001,1387849,31.54562,4.871684,-1.0,500.0,256
659,2,1001,1387851,31.54562,4.871684,-1.0,500.0,36
659,2,1001,1387852,31.54562,4.871684,-1.0,500.0,268
659,2,1001,1387855,31.5515198,4.8576782,-1.0,500.0,14
659,2,1001,1387867,31.5765307,4.8458498,-1.0,500.0,2
