mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
354,860,451,608891,-62.052202,17.157763,-1.0,500.0,72
354,860,451,608893,-62.2077807,16.7852573,-1.0,500.0,42
354,860,451,608911,-62.052202,17.157763,-1.0,500.0,521
