mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
748,1,1,421,-56.1976843,-34.9008438,-1.0,1670.0,139
748,1,1,422,-56.2026579,-34.9049917,-1.0,899.0,59
748,1,1,423,-56.2109413,-34.9011844,-1.0,4717.0,61
748,1,1,492,-56.2096209,-34.9074463,-1.0,602.0,21
748,1,1,591,-56.20604,-34.9056302,-1.0,743.0,62
748,1,1,593,-56.2055975,-34.9057777,-1.0,500.0,76
748,1,2,631,-56.0459979,-34.8835906,-1.0,3583.0,142
748,1,2,721,-56.0346798,-34.8772419,-1.0,4589.0,189
748,1,2,971,-56.0352271,-34.861444,-1.0,7299.0,65
748,1,2,981,-56.0300298,-34.8619654,-1.0,4351.0,190
748,1,2,3763,-56.0290791,-34.8698681,-1.0,1704.0,148
748,1,2,5121,-54.9855269,-34.9083723,-1.0,5434.0,76
748,1,2,21760,-54.9915659,-34.9079964,-1.0,619.0,46
748,1,2,21761,-54.9950251,-34.9093039,-1.0,7740.0,91
748,1,2,21762,-54.9987013,-34.9071132,-1.0,500.0,30
748,1,2,38400,-54.9643321,-34.9255425,-1.0,621.0,67
748,1,2,38402,-54.9672945,-34.9230609,-1.0,5830.0,586
748,1,2,39170,-54.8685591,-34.9125277,-1.0,708.0,196
748,1,2,39936,-54.9821846,-34.9145682,-1.0,3760.0,319
748,1,2,39937,-54.9904479,-34.9118917,-1.0,1861.0,444
748,1,2,50651,-56.0325486,-34.8680318,-1.0,2113.0,252
748,1,2,50652,-56.0349692,-34.8738714,-1.0,2525.0,348
748,1,2,50653,-56.0422296,-34.8758256,-1.0,2421.0,157
748,1,2,117515,-54.9771004,-34.8920243,-1.0,664.0,4
748,1,2,118303,-54.932507,-34.895996,-1.0,6446.0,205
748,1,2,118304,-54.9247782,-34.9095062,-1.0,2025.0,156
748,1,2,118559,-54.9469635,-34.9196644,-1.0,500.0,4
748,1,2,118560,-54.9426781,-34.9163811,-1.0,9886.0,126
748,1,2,118561,-54.9422588,-34.9236682,-1.0,500.0,28
748,1,2,122911,-54.954023,-34.909389,-1.0,5178.0,172
748,1,2,122912,-54.9569098,-34.9164497,-1.0,3597.0,334
748,1,2,122913,-54.9550895,-34.9220543,-1.0,15973.0,1445
748,1,2,122914,-54.9554606,-34.9094859,-1.0,6641.0,334
748,1,2,127263,-54.948069,-34.8936279,-1.0,9755.0,215
748,1,2,127265,-54.9468626,-34.9067318,-1.0,1012.0,59
748,1,2,127267,-54.9544997,-34.9058347,-1.0,532.0,35
748,1,2,127275,-54.9535403,-34.9024919,-1.0,500.0,2
748,1,2,127284,-54.9507148,-34.9103681,-1.0,982.0,2
748,1,2,128779,-54.9554534,-34.9288171,-1.0,1438.0,13
748,1,2,128800,-54.9569965,-34.9295175,-1.0,500.0,88
748,1,2,128801,-54.9611738,-34.9281748,-1.0,500.0,35
748,1,2,128802,-54.9627716,-34.9269451,-1.0,500.0,84
748,1,2,129291,-55.0243078,-34.8869338,-1.0,500.0,5
748,1,2,129292,-55.038119,-34.8913568,-1.0,500.0,9
748,1,2,129293,-55.0568251,-34.8741192,-1.0,2247.0,36
748,1,2,129311,-55.0368346,-34.8847781,-1.0,500.0,7
748,1,2,129313,-55.0423032,-34.8844428,-1.0,554.0,15
748,1,2,129331,-55.024314,-34.8866369,-1.0,500.0,2
748,1,2,129332,-55.038322,-34.8928692,-1.0,794.0,16
748,1,2,129333,-55.0395958,-34.8874283,-1.0,1347.0,13
748,1,2,153611,-54.951682,-34.8813982,-1.0,803.0,23
748,1,2,153631,-54.9508482,-34.8805961,-1.0,710.0,50
748,1,2,153651,-54.9505343,-34.8816047,-1.0,1018.0,56
