mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
289,67,1002,57641,40.8481168,43.0787289,-1.0,500.0,78
289,67,1003,31325,40.3410577,43.1586442,-1.0,500.0,16
289,67,1003,31422,40.3411192,43.1586272,-1.0,500.0,7
289,67,1003,31524,40.3408923,43.1586898,-1.0,500.0,4
289,67,1003,31525,40.3410695,43.1586408,-1.0,500.0,10
289,67,1003,31526,40.3410078,43.1586604,-1.0,500.0,10
289,67,1004,40623,34.9172992,44.8305251,-1.0,500.0,4
