mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
552,1,100,262537352,134.5877915,7.5831848,-1.0,21925.0,17
552,1,300,196703569,134.4618615,7.3427582,-1.0,718.0,16
552,1,300,196703581,134.479309,7.3431457,-1.0,500.0,3
552,1,300,196703639,134.4574802,7.3373811,-1.0,500.0,6
552,1,300,196703641,134.4636373,7.3138119,-1.0,4759.0,12
552,1,11265,196703629,134.4800604,7.3434047,-1.0,500.0,24
552,1,11265,196703633,134.4801173,7.3429248,-1.0,500.0,5
552,1,11265,196704447,134.4801004,7.3434936,-1.0,500.0,7
