mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
712,1,1003,31063,-83.9724512,10.1517397,-1.0,500.0,8
712,1,1003,31064,-83.9727198,10.1513214,-1.0,500.0,4
712,1,1003,31072,-83.9771897,10.100747,-1.0,500.0,4
712,1,1004,21131,-84.9412818,10.7236833,-1.0,1273.0,26
712,1,1004,21132,-84.9312865,10.7372508,-1.0,500.0,19
712,1,1004,21271,-84.8592039,10.698274,-1.0,1412.0,43
712,1,1004,22103,-84.939413,10.7266034,-1.0,500.0,2
712,1,1004,41542,-84.8243809,10.3161213,-1.0,1037.0,36
712,1,1004,41543,-84.8840323,10.1488402,-1.0,73653.0,119
712,1,1004,65819417,-84.8663716,10.7098798,-1.0,500.0,2
712,1,1005,4791,-85.7686063,10.122194,-1.0,500.0,2
712,1,1005,4792,-85.7686036,10.122194,-1.0,500.0,2
712,1,1005,4793,-85.7685993,10.122194,-1.0,500.0,2
712,1,1005,31211,-85.5252287,9.8822983,-1.0,531.0,6
712,1,1005,31741,-85.741449,10.4749564,-1.0,532.0,23
712,1,1006,40862,-83.516084,8.6710926,-1.0,500.0,2
712,1,1006,40863,-83.5156294,8.6709431,-1.0,500.0,7
712,1,1007,20102,-83.9226771,9.8519505,-1.0,5001.0,436
712,1,1007,20351,-83.8336984,9.8917417,-1.0,24131.0,83
712,1,1007,20602,-83.9377886,9.8511131,-1.0,5179.0,677
712,1,1007,20673,-83.9186285,9.8538793,-1.0,4252.0,791
712,1,1007,20841,-84.2506733,10.1352619,-1.0,23214.0,9
712,1,1007,20843,-84.0641749,9.8313504,-1.0,500.0,6
712,1,1007,21971,-83.9325001,9.8456291,-1.0,6597.0,569
712,1,1007,21972,-83.9375171,9.8431791,-1.0,1377.0,202
712,1,1007,21973,-83.9349724,9.8459246,-1.0,13266.0,575
712,1,1007,22011,-84.0993248,9.8406673,-1.0,1070.0,6
712,1,1007,25402,-83.881876,9.842968,-1.0,500.0,3
712,1,1007,36043,-84.0006558,9.8856483,-1.0,18720.0,184
712,1,1008,20151,-84.46958,10.568446,-1.0,500.0,2
712,1,1008,20611,-84.4340074,10.3452074,-1.0,26541.0,842
712,1,1008,20612,-84.4280251,10.3335367,-1.0,1853.0,58
712,1,1008,20613,-84.4348405,10.3329939,-1.0,18425.0,342
712,1,1008,20812,-84.4493023,10.3415303,-1.0,500.0,10
712,1,1008,21113,-84.4296428,10.3465108,-1.0,3918.0,73
712,1,1008,31761,-84.4301599,10.3414139,-1.0,2653.0,85
712,1,1008,41932,-84.4728117,10.3864673,-1.0,13013.0,18
712,1,1009,40442,-84.7891653,10.0100035,-1.0,55895.0,80
712,1,1009,40443,-84.9093264,9.8845445,-1.0,17951.0,46
712,1,1009,41082,-84.9231672,9.613404,-1.0,16512.0,5
712,1,1009,41161,-84.8122444,9.9404771,-1.0,15773.0,28
712,1,1009,41163,-84.8062929,9.9329245,-1.0,15580.0,19
712,1,1009,41362,-84.7458092,9.8719134,-1.0,46237.0,48
712,1,1010,21163,-84.3505181,9.9874578,-1.0,500.0,3
712,1,1010,31971,-84.1546095,10.1875802,-1.0,500.0,4
712,1,1010,35552,-84.3406652,10.0034799,-1.0,4299.0,28
712,1,1010,35553,-84.3502752,10.000379,-1.0,2752.0,19
712,1,1011,10561,-84.2410166,9.8682302,-1.0,740.0,17
712,1,1011,10913,-84.3481152,9.8579134,-1.0,503.0,9
712,1,1011,11363,-84.3575589,9.8661048,-1.0,500.0,8
712,1,1011,11831,-84.2356623,9.8694852,-1.0,1343.0,54
712,1,1011,11893,-84.2385896,9.8512678,-1.0,2620.0,119
712,1,1011,36931,-84.3401506,9.8548004,-1.0,14149.0,56
712,1,1011,36932,-84.3081804,9.853505,-1.0,7063.0,23
712,1,1011,36933,-84.3497814,9.8435381,-1.0,3265.0,58
712,1,1011,65874590,-84.3355864,9.8538845,-1.0,500.0,4
712,1,1011,65875571,-84.2331189,9.8701312,-1.0,500.0,4
712,1,1012,20242,-83.6750606,9.906181,-1.0,6860.0,313
