mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
437,1,328,7662,74.5535525,42.8517985,-1.0,500.0,5
437,1,328,7666,74.5535525,42.8517985,-1.0,500.0,5
437,1,328,7667,74.6874993,42.8551818,-1.0,500.0,3
437,1,328,7776,74.5535525,42.8517985,-1.0,500.0,5
437,1,328,7777,74.5026813,42.8762767,-1.0,7372.0,46
437,1,328,8573,74.539938,42.8641551,-1.0,500.0,10
437,1,328,8575,74.5574101,42.8717856,-1.0,500.0,4
437,1,328,17062,74.6726025,42.8626643,-1.0,14887.0,13
437,1,328,17231,74.6875966,42.8551844,-1.0,500.0,3
437,1,328,17301,74.533837,42.9011217,-1.0,500.0,2
437,1,328,17302,74.6830381,42.8565665,-1.0,13709.0,23
437,1,328,17306,74.6860583,42.8559365,-1.0,16214.0,180
437,1,328,18372,74.5147257,42.8531709,-1.0,500.0,7
437,1,328,18376,74.5147257,42.8531709,-1.0,500.0,4
437,1,328,18377,74.5147257,42.8531709,-1.0,500.0,5
437,1,328,18413,74.6875505,42.8551816,-1.0,596.0,81
437,1,328,27215,74.5683739,42.9394229,-1.0,500.0,7
437,1,328,28205,74.6855762,42.8552995,-1.0,12093.0,25
437,1,328,28856,74.5572638,42.8715716,-1.0,500.0,2
437,1,328,37351,74.6865475,42.8552467,-1.0,22463.0,105
437,1,328,37352,74.668649,42.8607849,-1.0,4258.0,7
437,1,328,37426,74.6865039,42.8560872,-1.0,7378.0,18
437,1,328,38061,74.4127018,42.872135,-1.0,500.0,3
437,1,328,38063,74.4127018,42.872135,-1.0,500.0,21
437,1,328,38502,74.539028,42.8640848,-1.0,500.0,3
437,1,328,38572,74.5147257,42.8531709,-1.0,500.0,5
437,1,328,47166,74.4127018,42.872135,-1.0,500.0,3
437,1,328,58962,74.6873055,42.8553644,-1.0,7481.0,52
437,1,328,3409252,74.6314184,42.8516324,-1.0,4646.0,2
437,1,328,3449252,74.6117899,42.8490482,-1.0,6271.0,5
437,1,328,18356738,74.4950299,42.9325007,-1.0,1114.0,44
437,1,328,18356739,74.4883934,42.9381153,-1.0,999.0,55
437,1,328,18360065,74.4779287,42.9472723,-1.0,500.0,13
437,1,328,18360067,74.4714767,42.953318,-1.0,3833.0,26
437,1,328,20515361,74.588127,42.8434945,-1.0,500.0,5
437,1,328,21464839,74.5747544,42.879633,-1.0,500.0,2
437,1,328,21986309,74.5835133,42.8437321,-1.0,500.0,3
437,1,328,21989381,74.5018005,42.9265315,-1.0,500.0,3
437,1,328,206964072,74.5730037,42.8358552,-1.0,500.0,2
437,1,328,206970352,74.5229422,42.8349321,-1.0,500.0,5
437,1,328,206970356,74.6016567,42.8738196,-1.0,7750.0,5
437,1,328,206970458,74.6046882,42.8752086,-1.0,500.0,31
437,1,328,206970462,74.6047378,42.8752183,-1.0,500.0,3
437,1,328,206970726,74.6342262,42.8627544,-1.0,500.0,3
437,1,328,206970776,74.6650748,42.8744804,-1.0,5900.0,4
437,1,328,206970808,74.599893,42.8739741,-1.0,1878.0,2
437,1,328,206970816,74.6177815,42.8642771,-1.0,3356.0,2
437,1,328,206970836,74.5918628,42.8728472,-1.0,1149.0,2
437,1,328,206970876,74.6127487,42.8785966,-1.0,1032.0,6
437,1,328,206970886,74.595814,42.8754605,-1.0,622.0,2
437,1,328,206970918,74.5712184,42.870799,-1.0,3307.0,5
437,1,328,206970938,74.6531899,42.8663638,-1.0,3611.0,3
437,1,328,206970946,74.6617517,42.8689841,-1.0,4174.0,2
437,1,328,206970952,74.6521965,42.8629016,-1.0,7229.0,4
437,1,328,206971016,74.6295282,42.8601831,-1.0,4008.0,2
437,1,328,206971018,74.6022181,42.8739243,-1.0,2897.0,6
437,1,328,206971098,74.5910486,42.8699356,-1.0,1113.0,3
437,1,328,206971188,74.5670544,42.8536013,-1.0,3785.0,9
437,1,328,206971192,74.5873333,42.8503865,-1.0,500.0,2
437,1,328,206971196,74.5596086,42.8521821,-1.0,2428.0,27
437,1,328,206971208,74.5701767,42.8377163,-1.0,500.0,4
437,1,328,206971212,74.5700696,42.8406974,-1.0,500.0,3
437,1,328,206971216,74.5658684,42.8301002,-1.0,616.0,4
437,1,328,206971252,74.6709913,42.8532055,-1.0,6690.0,2
437,1,328,206971256,74.5873625,42.8473322,-1.0,500.0,2
437,1,328,206971326,74.6410939,42.8642621,-1.0,6452.0,17
437,1,328,206971332,74.6763032,42.8701897,-1.0,500.0,2
437,1,328,206971358,74.5587057,42.8776176,-1.0,500.0,2
437,1,328,206971362,74.5504224,42.8651787,-1.0,4123.0,30
437,1,328,206971366,74.5548232,42.8656841,-1.0,4165.0,23
437,1,328,206971372,74.5872445,42.8752918,-1.0,500.0,4
437,1,328,206971402,74.516977,42.8741513,-1.0,6995.0,16
437,1,328,206971432,74.67125,42.8708476,-1.0,2195.0,2
437,1,328,206971436,74.6624217,42.8669988,-1.0,6424.0,3
437,1,328,206971458,74.5660682,42.8298924,-1.0,10085.0,38
437,1,328,206971462,74.5652156,42.8297397,-1.0,10385.0,49
437,1,328,206971466,74.5655376,42.8303549,-1.0,10342.0,287
437,1,328,206971472,74.5897338,42.8315226,-1.0,5661.0,4
437,1,328,206971572,74.6246009,42.8664167,-1.0,2039.0,2
437,1,328,206972976,74.6027192,42.8749437,-1.0,500.0,2
437,1,328,206972988,74.6865289,42.8553579,-1.0,13599.0,13
437,1,328,206973098,74.620421,42.8806246,-1.0,865.0,2
437,1,328,206973102,74.6340012,42.8743943,-1.0,3511.0,11
437,1,328,206973108,74.6407776,42.8697962,-1.0,4149.0,15
437,1,328,206973112,74.6460334,42.8728977,-1.0,2438.0,2
437,1,328,206973148,74.5530528,42.8887259,-1.0,534.0,2
437,1,328,206979962,74.6864868,42.8553349,-1.0,500.0,7
437,1,328,206980831,74.5934084,42.8722928,-1.0,938.0,2
437,1,328,206980833,74.5948765,42.8716237,-1.0,830.0,4
437,1,328,206980872,74.5899229,42.874506,-1.0,500.0,2
437,1,328,206980876,74.5891244,42.8764691,-1.0,500.0,2
437,1,328,206980908,74.6602863,42.8707591,-1.0,5428.0,2
437,1,328,206980916,74.6023595,42.8743831,-1.0,500.0,2
437,1,328,206980922,74.6335496,42.8753967,-1.0,983.0,3
437,1,328,206980926,74.6292561,42.8756737,-1.0,500.0,3
437,1,328,206981008,74.6491512,42.861914,-1.0,3236.0,2
437,1,328,206981046,74.6033499,42.8749457,-1.0,702.0,19
437,1,328,206981058,74.6063521,42.8742526,-1.0,5763.0,20
