mcc,country,cells,longitude,latitude,urls
537,"Papua New Guinea",191,147.163093984673,-9.06192320984673,lacells-mcc_537.csv
744,Paraguay,7119,-57.241881105274,-25.2975100420739,lacells-mcc_744.csv
716,Peru,23841,-76.7234536513239,-12.051492988301,lacells-mcc_716.csv
515,Philippines,71597,121.470131710637,14.0240417935396,lacells-mcc_515.csv
260,Poland,296177,19.2133601268554,51.7137623373511,lacells-mcc_260.csv
268,Portugal,46355,-9.16304421057018,39.0755534939537,lacells-mcc_268.csv
330,"Puerto Rico",3075,-66.3550971528663,18.2298149300002,lacells-mcc_330.csv
427,Qatar,11755,51.4664448400919,25.2645118253302,lacells-mcc_427.csv
226,Romania,56162,25.4264208899787,45.1883582693675,lacells-mcc_226.csv
250,"Russian Federation",510741,50.3764534571362,55.5842907836964,lacells-mcc_250.csv
635,Rwanda,1990,30.1966762215762,-2.04827639177891,lacells-mcc_635.csv
647,"Réunion",7832,55.3186704525758,-21.0193856383803,lacells-mcc_647.csv
356,"Saint Kitts and Nevis",100,-62.6581774332223,17.2268724052053,lacells-mcc_356.csv
358,"Saint Lucia",104,-60.9755197439371,14.0071089804092,lacells-mcc_358.csv
308,"Saint Pierre and Miquelon",8,-56.1738761743009,46.7773113233147,lacells-mcc_308.csv
360,"Saint Vincent and the Grenadines",81,-61.1796786511314,13.1336293353625,lacells-mcc_360.csv
549,Samoa,85,-171.797680023839,-13.8383945418093,lacells-mcc_549.csv
626,"Sao Tome and Principe",27,6.73850905247525,0.311034112871287,lacells-mcc_626.csv
420,"Saudi Arabia",53455,44.1968269480817,23.5993279642154,lacells-mcc_420.csv
608,Senegal,8635,-17.2012276865188,14.7336831307403,lacells-mcc_608.csv
220,Serbia,20227,20.2877076872655,44.6290106472608,lacells-mcc_220.csv
633,Seychelles,126,55.5146699588657,-4.58221673381057,lacells-mcc_633.csv
619,"Sierra Leone",691,-13.0906842655137,8.44042653952017,lacells-mcc_619.csv
525,Singapore,33185,103.836163067736,1.34029482767848,lacells-mcc_525.csv
231,Slovakia,28727,18.4929723228792,48.547690290181,lacells-mcc_231.csv
293,Slovenia,17654,14.5650516374165,46.077059267675,lacells-mcc_293.csv
540,"Solomon Islands",1,159.5884364,-8.1419705,lacells-mcc_540.csv
637,Somalia,2492,45.7426325559276,3.54305920075894,lacells-mcc_637.csv
655,"South Africa",102659,24.7505736175837,-29.517860958113,lacells-mcc_655.csv
450,"South Korea",89558,127.31646576858,36.869913829754,lacells-mcc_450.csv
659,"South Sudan",817,31.449829093176,5.15733416840526,lacells-mcc_659.csv
214,Spain,257709,-2.70371600590502,39.8128787602179,lacells-mcc_214.csv
413,"Sri Lanka",11906,80.058598526965,7.01823224315072,lacells-mcc_413.csv
634,Sudan,1784,32.1155185371046,14.9050473818688,lacells-mcc_634.csv
746,Suriname,2024,-55.176458467001,5.82127767193383,lacells-mcc_746.csv
653,Swaziland,427,31.3802417631871,-26.7016078755546,lacells-mcc_653.csv
240,Sweden,97264,15.260682773087,58.3776954318269,lacells-mcc_240.csv
228,Switzerland,108768,7.8596080641192,47.0202675655123,lacells-mcc_228.csv
417,Syria,4309,36.6459456903577,34.333109173202,lacells-mcc_417.csv
466,Taiwan,101686,121.095243898211,24.5203184011055,lacells-mcc_466.csv
436,Tajikistan,227,69.7174636867162,38.0766063259016,lacells-mcc_436.csv
640,Tanzania,101898,35.4640391284246,-5.33300420380771,lacells-mcc_640.csv
520,Thailand,143562,100.527581381789,13.5718038910972,lacells-mcc_520.csv
615,Togo,3553,1.19617770740847,6.40982673512602,lacells-mcc_615.csv
539,Tonga,85,-174.382138696401,-19.4558856784909,lacells-mcc_539.csv
374,"Trinidad and Tobago",4613,-61.4259403724612,10.4138789417164,lacells-mcc_374.csv
605,Tunisia,6318,10.2454087123912,36.2687691068039,lacells-mcc_605.csv
286,Turkey,76064,29.9558000080083,39.8526694715514,lacells-mcc_286.csv
438,Turkmenistan,335,58.4194167728779,37.9685867500742,lacells-mcc_438.csv
376,"Turks and Caicos Islands",43,-72.2084052845188,21.785458238954,lacells-mcc_376.csv
641,Uganda,3973,32.4903532579756,0.406194992655155,lacells-mcc_641.csv
255,Ukraine,112618,30.8420433781184,49.4751524120641,lacells-mcc_255.csv
424,"United Arab Emirates",39816,55.0596888060668,24.9853411021132,lacells-mcc_424.csv
234,"United Kingdom",525712,-1.14868972899577,52.3127000960781,lacells-mcc_234.csv
310,"United States of America",1962392,-94.174679377522,37.1710387497891,lacells-mcc_310_a.csv lacells-mcc_310_b.csv lacells-mcc_310_c.csv
311,"United States of America",634862,-92.0138497551466,37.9381670903225,lacells-mcc_311.csv
313,"United States of America",1376,-87.2768938867206,39.5262393494051,lacells-mcc_313.csv
316,"United States of America",9,-109.748508355357,47.3073952142857,lacells-mcc_316.csv
748,Uruguay,9975,-56.068371948907,-34.7162387258704,lacells-mcc_748.csv
434,Uzbekistan,1523,68.0168363959239,41.05496020585,lacells-mcc_434.csv
541,Vanuatu,256,168.01723105003,-17.1174766822818,lacells-mcc_541.csv
734,Venezuela,27558,-67.7219712206195,10.013549311964,lacells-mcc_734.csv
452,Vietnam,58048,106.446730519497,14.8103852011386,lacells-mcc_452.csv
421,Yemen,2381,37.717348937317,19.6405259335149,lacells-mcc_421.csv
645,Zambia,3974,28.4990920399379,-14.0494381803774,lacells-mcc_645.csv
648,Zimbabwe,5140,30.7408759954551,-18.6468373541633,lacells-mcc_648.csv
