mcc,mnc,lac,cid,longitude,latitude,altitude,accuracy,samples
633,1,1,1182,55.45514,-4.6245203,-1.0,2199.0,60
633,1,1,1306,55.4616789,-4.6315632,-1.0,2062.0,19
633,1,2,1073,55.8244062,-4.3371837,-1.0,8602.0,17
633,1,2,1293,55.6934922,-4.294653,-1.0,1849.0,3
633,1,2,1452,55.7586587,-4.3513315,-1.0,500.0,2
633,1,2,1453,55.7520793,-4.338454,-1.0,1742.0,11
633,1,4,26646,55.6845903,-4.418755,-1.0,13588.0,3
633,1,4,26666,55.7566021,-4.3593888,-1.0,500.0,5
633,1,4,27915,55.7744899,-4.3380609,-1.0,3996.0,31
633,1,4,27935,55.738918,-4.2994925,-1.0,2184.0,17
633,1,4,30751,55.7597067,-4.3551348,-1.0,500.0,3
633,1,4,37151,55.7582674,-4.3497357,-1.0,1697.0,21
633,1,5,25887,55.4990903,-4.6602042,-1.0,9714.0,11
633,1,5,25888,55.503235,-4.6588161,-1.0,9365.0,16
633,1,5,28950,55.4268985,-4.6148802,-1.0,500.0,2
633,1,5,29963,55.5359538,-4.5606859,-1.0,31759.0,94
633,1,5,30998,55.4559833,-4.6272744,-1.0,841.0,63
633,1,5,31008,55.442773,-4.6240151,-1.0,500.0,20
633,1,5,32779,55.7153453,-4.3270815,-1.0,500.0,2
633,1,5,32789,55.716646,-4.3289839,-1.0,1424.0,8
633,1,5,32799,55.7130243,-4.3265804,-1.0,941.0,8
633,1,5,34325,55.4363895,-4.6734817,-1.0,500.0,3
633,1,5,36363,55.4099433,-4.6207375,-1.0,3602.0,2
633,1,5,37654,55.4893828,-4.657944,-1.0,822.0,9
633,1,5,38175,55.4627755,-4.6327365,-1.0,578.0,19
633,1,5,38687,55.4153733,-4.6204702,-1.0,2891.0,28
633,1,5,41759,55.4935185,-4.6609161,-1.0,500.0,2
633,1,10,75667,55.4996877,-4.6649837,-1.0,1702.0,11
633,1,10,79948,55.6720754,-4.4475261,-1.0,12669.0,20
633,1,11,75748,55.7211717,-4.3314024,-1.0,3511.0,11
633,1,11,75947,55.7472671,-4.381891,-1.0,3514.0,19
633,1,11,75957,55.7126151,-4.4151949,-1.0,15798.0,147
633,1,11,78167,55.7573329,-4.352958,-1.0,500.0,3
633,1,11,78357,55.7235491,-4.3332615,-1.0,1094.0,67
633,1,11,78358,55.7190466,-4.3308338,-1.0,6962.0,150
633,1,11,78447,55.7238051,-4.3209374,-1.0,3354.0,8
633,1,11,78467,55.7016501,-4.2948143,-1.0,500.0,2
633,1,11,80067,55.7584015,-4.337606,-1.0,1769.0,54
633,10,1001,25601798,55.5106041,-4.6703638,-1.0,6375.0,4
633,10,1001,25605892,55.5079976,-4.6673466,-1.0,9058.0,4
633,10,1001,25606918,55.4721738,-4.6086274,-1.0,5402.0,22
633,10,50001,11,55.475855,-4.6377638,-1.0,3977.0,47
633,10,50001,12,55.4869722,-4.6550835,-1.0,3372.0,56
633,10,50001,13,55.4780266,-4.6494484,-1.0,500.0,26
633,10,50001,71,55.5031303,-4.6686834,-1.0,1191.0,32
633,10,50001,72,55.5100556,-4.670027,-1.0,3641.0,15
633,10,50001,73,55.5103769,-4.6710272,-1.0,1167.0,15
633,10,50001,171,55.4599813,-4.6185525,-1.0,42746.0,95
